Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportCalls,LatePayments,DataUsageGB,Churn
28.0,801.0,22428.0,One year,Fiber,Debit Card,3.0,0.0,12.83,0
18.0,424.0,7632.0,One year,Fiber,UPI,3.0,0.0,3.33,0
7.0,746.0,5222.0,Month-to-month,DSL,Credit Card,3.0,2.0,5.92,1
53.0,858.0,45474.0,One year,Fiber,Net Banking,3.0,0.0,17.65,0
54.0,505.0,27270.0,Month-to-month,Fiber,Debit Card,1.0,6.0,6.99,1
23.0,599.0,13777.0,Month-to-month,Fiber,Net Banking,4.0,0.0,3.06,1
54.0,902.0,48708.0,Month-to-month,DSL,Debit Card,5.0,1.0,7.75,1
57.0,606.0,34542.0,Month-to-month,DSL,Net Banking,3.0,1.0,15.04,0
1.0,540.0,540.0,One year,DSL,Credit Card,2.0,3.0,20.51,1
20.0,503.0,10060.0,Month-to-month,DSL,Credit Card,3.0,0.0,1.66,1
50.0,871.0,43550.0,Month-to-month,DSL,Debit Card,4.0,1.0,28.41,1
8.0,566.0,4528.0,One year,Fiber,Net Banking,2.0,0.0,18.52,0
2.0,923.0,1846.0,Month-to-month,Fiber,Credit Card,2.0,0.0,25.46,1
22.0,532.0,11704.0,Month-to-month,DSL,Debit Card,0.0,5.0,17.81,1
11.0,420.0,4620.0,Month-to-month,Fiber,Net Banking,0.0,2.0,11.37,1
26.0,841.0,21866.0,Two year,Fiber,UPI,2.0,0.0,8.71,0
48.0,449.0,21552.0,Month-to-month,Fiber,UPI,3.0,2.0,12.86,1
43.0,427.0,18361.0,One year,Fiber,Net Banking,7.0,1.0,19.97,0
53.0,739.0,39167.0,Month-to-month,DSL,Net Banking,4.0,2.0,10.46,1
,,,,,,,,,1
41.0,675.0,27675.0,Month-to-month,DSL,Net Banking,4.0,1.0,10.67,1
8.0,873.0,6984.0,Two year,Fiber,Credit Card,0.0,1.0,27.11,0
39.0,409.0,15951.0,Month-to-month,DSL,Net Banking,3.0,2.0,9.75,1
17.0,879.0,14943.0,One year,DSL,Debit Card,2.0,1.0,18.06,0
46.0,979.0,45034.0,Month-to-month,Fiber,Credit Card,2.0,1.0,17.54,0
46.0,772.0,35512.0,Month-to-month,DSL,Debit Card,3.0,0.0,3.99,1
58.0,742.0,43036.0,Month-to-month,Fiber,UPI,0.0,2.0,20.76,1
42.0,977.0,41034.0,Month-to-month,DSL,UPI,1.0,1.0,26.69,0
,,,,,,,,,0
48.0,961.0,46128.0,Two year,Fiber,Credit Card,2.0,0.0,22.4,0
34.0,566.0,19244.0,Month-to-month,Fiber,Credit Card,3.0,2.0,2.33,1
25.0,856.0,21400.0,Month-to-month,Fiber,Credit Card,2.0,0.0,1.16,1
54.0,572.0,30888.0,Month-to-month,DSL,Debit Card,2.0,3.0,2.84,1
43.0,861.0,37023.0,Month-to-month,Fiber,Debit Card,3.0,0.0,3.85,1
48.0,434.0,20832.0,Month-to-month,DSL,Net Banking,3.0,0.0,29.91,0
17.0,799.0,13583.0,Month-to-month,DSL,Credit Card,1.0,0.0,28.86,0
52.0,892.0,46384.0,Two year,Fiber,Net Banking,2.0,3.0,12.22,0
33.0,408.0,13464.0,Month-to-month,DSL,Debit Card,3.0,2.0,25.64,1
17.0,764.0,12988.0,Month-to-month,DSL,Debit Card,5.0,0.0,4.54,1
49.0,959.0,46991.0,Month-to-month,Fiber,Debit Card,2.0,3.0,19.37,1
42.0,978.0,41076.0,Month-to-month,Fiber,Debit Card,1.0,2.0,7.01,1
,,,,,,,,,1
48.0,603.0,28944.0,Month-to-month,DSL,UPI,2.0,1.0,3.24,1
28.0,945.0,26460.0,Month-to-month,Fiber,Credit Card,2.0,2.0,16.99,1
29.0,596.0,17284.0,Month-to-month,DSL,UPI,0.0,3.0,24.55,1
19.0,963.0,18297.0,One year,DSL,Debit Card,0.0,1.0,24.07,0
25.0,845.0,21125.0,Two year,Fiber,Net Banking,1.0,0.0,15.38,0
43.0,601.0,25843.0,Month-to-month,Fiber,Net Banking,4.0,2.0,20.37,1
13.0,831.0,10803.0,One year,Fiber,UPI,1.0,1.0,10.62,0
3.0,645.0,1935.0,Month-to-month,DSL,Debit Card,0.0,0.0,23.83,1
47.0,565.0,26555.0,Month-to-month,DSL,Net Banking,1.0,0.0,27.84,0
,,,,,,,,,1
15.0,814.0,12210.0,Month-to-month,DSL,Net Banking,2.0,3.0,16.15,1
40.0,903.0,36120.0,One year,DSL,Credit Card,2.0,3.0,6.15,0
59.0,893.0,52687.0,Month-to-month,Fiber,Debit Card,3.0,2.0,22.49,1
59.0,909.0,53631.0,Month-to-month,DSL,Credit Card,2.0,0.0,13.21,0
7.0,678.0,4746.0,Month-to-month,DSL,Debit Card,4.0,1.0,9.22,1
5.0,732.0,3660.0,Two year,Fiber,Debit Card,2.0,1.0,7.81,0
59.0,617.0,36403.0,Month-to-month,Fiber,Credit Card,2.0,1.0,20.72,0
10.0,431.0,4310.0,Month-to-month,DSL,Net Banking,1.0,2.0,15.25,1
22.0,566.0,12452.0,Month-to-month,Fiber,UPI,2.0,0.0,1.59,1
8.0,557.0,4456.0,Two year,Fiber,Debit Card,2.0,1.0,13.32,0
19.0,716.0,13604.0,Month-to-month,DSL,Credit Card,3.0,1.0,13.78,0
1.0,628.0,628.0,Two year,DSL,Debit Card,3.0,1.0,19.45,0
11.0,990.0,10890.0,Month-to-month,DSL,Credit Card,3.0,0.0,5.92,0
14.0,779.0,10906.0,Month-to-month,DSL,Debit Card,2.0,1.0,22.75,0
11.0,649.0,7139.0,Month-to-month,Fiber,Credit Card,3.0,2.0,20.1,1
30.0,966.0,28980.0,Month-to-month,DSL,Net Banking,1.0,3.0,8.84,1
4.0,991.0,3964.0,Month-to-month,DSL,Credit Card,4.0,1.0,17.93,1
9.0,831.0,7479.0,Month-to-month,Fiber,Net Banking,1.0,0.0,9.55,0
21.0,546.0,11466.0,Month-to-month,DSL,UPI,3.0,2.0,29.68,1
16.0,555.0,8880.0,Month-to-month,Fiber,UPI,2.0,1.0,27.41,0
36.0,865.0,31140.0,Month-to-month,Fiber,Credit Card,1.0,2.0,24.59,1
8.0,633.0,5064.0,One year,DSL,Net Banking,1.0,0.0,27.3,0
45.0,734.0,33030.0,Month-to-month,Fiber,UPI,4.0,0.0,29.91,1
13.0,891.0,11583.0,Month-to-month,Fiber,UPI,1.0,2.0,16.32,1
37.0,575.0,21275.0,Month-to-month,DSL,Credit Card,2.0,2.0,18.12,1
38.0,847.0,32186.0,Two year,Fiber,Net Banking,0.0,1.0,4.04,0
24.0,434.0,10416.0,Two year,Fiber,Debit Card,1.0,0.0,24.83,0
33.0,541.0,17853.0,Month-to-month,Fiber,UPI,3.0,2.0,27.67,1
5.0,720.0,3600.0,Two year,DSL,Credit Card,2.0,2.0,29.16,1
57.0,783.0,44631.0,Month-to-month,DSL,Credit Card,2.0,1.0,1.65,1
,,,,,,,,,1
9.0,675.0,6075.0,Month-to-month,DSL,Net Banking,2.0,0.0,1.54,1
14.0,701.0,9814.0,Month-to-month,DSL,UPI,1.0,1.0,28.02,0
48.0,984.0,47232.0,Month-to-month,Fiber,Net Banking,2.0,3.0,29.94,1
27.0,837.0,22599.0,Month-to-month,DSL,Debit Card,4.0,0.0,2.59,1
49.0,783.0,38367.0,Month-to-month,DSL,Net Banking,3.0,4.0,26.45,1
8.0,468.0,3744.0,Month-to-month,Fiber,Net Banking,1.0,0.0,20.81,0
28.0,821.0,22988.0,Month-to-month,DSL,UPI,3.0,1.0,12.4,0
9.0,554.0,4986.0,Month-to-month,DSL,Debit Card,2.0,2.0,4.33,1
31.0,498.0,15438.0,Month-to-month,DSL,UPI,1.0,2.0,11.36,1
31.0,720.0,22320.0,Month-to-month,DSL,Credit Card,3.0,0.0,22.3,0
31.0,994.0,30814.0,Month-to-month,Fiber,Credit Card,2.0,0.0,26.76,0
1.0,685.0,685.0,Month-to-month,DSL,Credit Card,2.0,0.0,23.4,1
31.0,656.0,20336.0,One year,DSL,Credit Card,2.0,0.0,18.68,0
36.0,542.0,19512.0,Two year,Fiber,Debit Card,0.0,0.0,17.67,0
19.0,572.0,10868.0,Month-to-month,Fiber,Credit Card,4.0,0.0,29.26,1
4.0,666.0,2664.0,Month-to-month,Fiber,Credit Card,4.0,1.0,25.59,1
21.0,590.0,12390.0,Month-to-month,Fiber,Debit Card,2.0,2.0,2.88,1
,,,,,,,,,1
37.0,467.0,17279.0,Month-to-month,DSL,Net Banking,0.0,1.0,2.7,1
23.0,414.0,9522.0,One year,DSL,UPI,1.0,0.0,28.65,0
34.0,694.0,23596.0,Month-to-month,Fiber,Net Banking,2.0,0.0,6.19,0
40.0,969.0,38760.0,One year,DSL,Credit Card,1.0,0.0,13.17,0
6.0,540.0,3240.0,One year,DSL,UPI,1.0,1.0,10.51,0
26.0,403.0,10478.0,Month-to-month,DSL,Net Banking,1.0,1.0,22.09,0
42.0,882.0,37044.0,Month-to-month,DSL,Credit Card,2.0,0.0,8.52,0
36.0,924.0,33264.0,Two year,Fiber,Debit Card,2.0,0.0,2.36,0
13.0,710.0,9230.0,Month-to-month,Fiber,UPI,1.0,1.0,27.61,0
,,,,,,,,,1
37.0,655.0,24235.0,One year,DSL,Credit Card,1.0,1.0,6.83,0
18.0,659.0,11862.0,Month-to-month,DSL,UPI,3.0,4.0,6.65,1
17.0,991.0,16847.0,Two year,Fiber,Net Banking,1.0,1.0,20.51,0
38.0,666.0,25308.0,Month-to-month,Fiber,UPI,2.0,2.0,5.91,1
21.0,755.0,15855.0,Month-to-month,Fiber,Debit Card,4.0,0.0,14.99,1
52.0,725.0,37700.0,Month-to-month,Fiber,UPI,2.0,2.0,28.33,1
41.0,509.0,20869.0,Month-to-month,DSL,Debit Card,2.0,4.0,19.14,1
3.0,641.0,1923.0,Two year,DSL,Net Banking,3.0,1.0,27.06,0
59.0,697.0,41123.0,Two year,Fiber,UPI,1.0,2.0,27.03,0
15.0,907.0,13605.0,Month-to-month,Fiber,UPI,2.0,1.0,9.76,0
33.0,721.0,23793.0,Two year,Fiber,Credit Card,1.0,1.0,12.24,0
28.0,879.0,24612.0,One year,Fiber,Debit Card,4.0,2.0,3.06,1
1.0,843.0,843.0,Two year,DSL,Debit Card,1.0,0.0,14.21,0
26.0,792.0,20592.0,One year,Fiber,Debit Card,4.0,1.0,9.14,0
21.0,489.0,10269.0,Two year,Fiber,Debit Card,3.0,0.0,15.48,0
4.0,853.0,3412.0,One year,Fiber,UPI,1.0,0.0,10.2,0
49.0,560.0,27440.0,Month-to-month,Fiber,Debit Card,1.0,4.0,4.29,1
41.0,457.0,18737.0,Two year,DSL,Net Banking,1.0,1.0,16.75,0
15.0,778.0,11670.0,One year,Fiber,Net Banking,4.0,2.0,4.18,1
14.0,516.0,7224.0,Month-to-month,DSL,Debit Card,2.0,1.0,9.59,0
43.0,695.0,29885.0,Month-to-month,DSL,Credit Card,1.0,2.0,11.52,1
35.0,592.0,20720.0,Month-to-month,Fiber,Net Banking,2.0,1.0,4.02,1
21.0,480.0,10080.0,One year,Fiber,Credit Card,2.0,0.0,21.53,0
36.0,494.0,17784.0,Two year,DSL,Credit Card,1.0,1.0,17.74,0
13.0,640.0,8320.0,Month-to-month,DSL,UPI,2.0,1.0,20.08,0
42.0,914.0,38388.0,Two year,Fiber,Debit Card,0.0,1.0,7.17,0
33.0,515.0,16995.0,One year,Fiber,Credit Card,1.0,3.0,16.56,0
58.0,507.0,29406.0,Month-to-month,DSL,Debit Card,2.0,2.0,7.85,1
19.0,866.0,16454.0,Month-to-month,Fiber,UPI,1.0,1.0,4.51,1
38.0,484.0,18392.0,Month-to-month,DSL,Net Banking,2.0,4.0,13.2,1
1.0,424.0,424.0,Two year,DSL,Debit Card,0.0,2.0,19.33,1
3.0,427.0,1281.0,Month-to-month,DSL,Credit Card,1.0,3.0,26.09,1
13.0,731.0,9503.0,Month-to-month,Fiber,Credit Card,0.0,2.0,2.19,1
55.0,629.0,34595.0,Two year,Fiber,Credit Card,3.0,0.0,19.35,0
42.0,863.0,36246.0,Month-to-month,DSL,Net Banking,0.0,1.0,10.64,0
21.0,877.0,18417.0,Month-to-month,Fiber,UPI,2.0,2.0,8.37,1
22.0,486.0,10692.0,Month-to-month,DSL,Debit Card,1.0,1.0,19.28,0
18.0,804.0,14472.0,Two year,Fiber,Credit Card,2.0,2.0,28.46,0
28.0,547.0,15316.0,Month-to-month,DSL,UPI,0.0,2.0,18.98,1
10.0,507.0,5070.0,One year,DSL,Debit Card,2.0,1.0,22.47,0
18.0,855.0,15390.0,Month-to-month,Fiber,Debit Card,4.0,1.0,21.83,1
28.0,431.0,12068.0,Month-to-month,Fiber,Net Banking,0.0,0.0,7.69,0
52.0,897.0,46644.0,Month-to-month,DSL,Debit Card,1.0,2.0,6.83,1
39.0,929.0,36231.0,Month-to-month,DSL,Credit Card,2.0,1.0,4.44,1
17.0,667.0,11339.0,Two year,Fiber,Credit Card,3.0,2.0,5.59,0
54.0,989.0,53406.0,Month-to-month,Fiber,UPI,1.0,1.0,14.93,0
12.0,635.0,7620.0,Month-to-month,DSL,UPI,1.0,2.0,19.49,1
46.0,809.0,37214.0,Month-to-month,DSL,UPI,3.0,0.0,21.0,0
48.0,778.0,37344.0,Month-to-month,DSL,UPI,1.0,0.0,11.63,0
,,,,,,,,,1
31.0,755.0,23405.0,One year,DSL,Credit Card,3.0,1.0,3.11,0
7.0,593.0,4151.0,Month-to-month,DSL,Debit Card,5.0,0.0,6.54,1
49.0,468.0,22932.0,One year,Fiber,Debit Card,1.0,2.0,14.59,0
,,,,,,,,,0
44.0,489.0,21516.0,Month-to-month,DSL,Net Banking,4.0,2.0,1.7,1
8.0,967.0,7736.0,Month-to-month,Fiber,Credit Card,1.0,1.0,16.19,0
23.0,783.0,18009.0,Month-to-month,DSL,Net Banking,1.0,1.0,2.67,1
16.0,863.0,13808.0,Month-to-month,DSL,Credit Card,0.0,1.0,12.4,0
26.0,616.0,16016.0,Month-to-month,DSL,UPI,1.0,2.0,17.92,1
37.0,952.0,35224.0,Month-to-month,Fiber,Credit Card,1.0,0.0,3.61,1
15.0,966.0,14490.0,One year,Fiber,Debit Card,3.0,0.0,28.6,0
,,,,,,,,,1
43.0,436.0,18748.0,One year,Fiber,Net Banking,1.0,3.0,2.32,0
14.0,923.0,12922.0,Month-to-month,Fiber,Net Banking,4.0,0.0,17.12,1
2.0,441.0,882.0,Month-to-month,DSL,Credit Card,1.0,1.0,27.09,1
4.0,819.0,3276.0,Month-to-month,Fiber,Credit Card,1.0,0.0,25.56,1
59.0,401.0,23659.0,Two year,DSL,Net Banking,1.0,2.0,14.99,0
56.0,909.0,50904.0,Month-to-month,DSL,Net Banking,5.0,0.0,13.68,1
13.0,514.0,6682.0,Month-to-month,DSL,Credit Card,1.0,1.0,3.47,1
3.0,740.0,2220.0,Month-to-month,DSL,Credit Card,0.0,1.0,29.06,1
35.0,474.0,16590.0,Month-to-month,Fiber,Net Banking,4.0,1.0,10.14,1
1.0,608.0,608.0,One year,Fiber,Net Banking,2.0,1.0,3.86,1
45.0,420.0,18900.0,Month-to-month,Fiber,UPI,2.0,3.0,13.21,1
53.0,725.0,38425.0,Two year,Fiber,Net Banking,1.0,0.0,29.97,0
17.0,786.0,13362.0,Month-to-month,DSL,Credit Card,5.0,0.0,21.15,1
,,,,,,,,,0
,,,,,,,,,1
38.0,620.0,23560.0,One year,Fiber,Net Banking,3.0,0.0,15.98,0
5.0,982.0,4910.0,Month-to-month,Fiber,Credit Card,2.0,0.0,15.53,1
9.0,655.0,5895.0,Month-to-month,Fiber,Debit Card,0.0,2.0,10.68,1
40.0,884.0,35360.0,Month-to-month,Fiber,Debit Card,5.0,1.0,27.16,1
35.0,922.0,32270.0,Month-to-month,Fiber,Credit Card,1.0,1.0,28.2,0
18.0,570.0,10260.0,Month-to-month,Fiber,UPI,2.0,2.0,25.95,1
45.0,884.0,39780.0,Month-to-month,Fiber,Credit Card,2.0,1.0,3.16,1
17.0,631.0,10727.0,Month-to-month,DSL,Credit Card,0.0,0.0,25.66,0
19.0,970.0,18430.0,Month-to-month,DSL,Net Banking,2.0,0.0,24.9,0
11.0,788.0,8668.0,Month-to-month,Fiber,UPI,1.0,0.0,27.41,0
2.0,479.0,958.0,Month-to-month,Fiber,Debit Card,2.0,1.0,1.36,1
28.0,526.0,14728.0,Month-to-month,Fiber,Net Banking,3.0,2.0,2.27,1
54.0,790.0,42660.0,One year,Fiber,Credit Card,2.0,3.0,29.95,0
1.0,927.0,927.0,Two year,Fiber,UPI,4.0,0.0,5.53,1
18.0,661.0,11898.0,Month-to-month,DSL,Credit Card,1.0,0.0,18.42,0
28.0,987.0,27636.0,Month-to-month,Fiber,Net Banking,2.0,0.0,7.3,0
26.0,997.0,25922.0,Month-to-month,Fiber,Debit Card,0.0,1.0,29.15,0
51.0,738.0,37638.0,Month-to-month,Fiber,Net Banking,0.0,0.0,13.32,0
17.0,592.0,10064.0,Month-to-month,DSL,Credit Card,1.0,1.0,14.66,0
59.0,601.0,35459.0,Month-to-month,Fiber,Debit Card,1.0,1.0,3.76,1
14.0,796.0,11144.0,Month-to-month,Fiber,UPI,2.0,2.0,13.42,1
43.0,852.0,36636.0,Month-to-month,DSL,Credit Card,5.0,1.0,19.07,1
14.0,763.0,10682.0,Month-to-month,Fiber,Credit Card,1.0,1.0,18.35,0
21.0,556.0,11676.0,Two year,DSL,Debit Card,1.0,0.0,25.72,0
27.0,903.0,24381.0,One year,Fiber,Net Banking,3.0,1.0,1.35,0
56.0,863.0,48328.0,One year,Fiber,UPI,1.0,0.0,23.78,0
20.0,717.0,14340.0,One year,DSL,UPI,1.0,0.0,8.48,0
43.0,451.0,19393.0,Month-to-month,DSL,Debit Card,2.0,0.0,4.74,1
52.0,925.0,48100.0,Two year,Fiber,UPI,3.0,3.0,14.26,0
36.0,579.0,20844.0,Month-to-month,Fiber,Net Banking,5.0,0.0,7.63,1
32.0,445.0,14240.0,Month-to-month,Fiber,UPI,1.0,2.0,1.79,1
9.0,500.0,4500.0,Month-to-month,Fiber,Net Banking,3.0,0.0,5.39,0
59.0,834.0,49206.0,Month-to-month,DSL,UPI,1.0,0.0,2.91,1
19.0,436.0,8284.0,Month-to-month,DSL,Credit Card,1.0,2.0,25.06,1
8.0,878.0,7024.0,Month-to-month,DSL,Debit Card,4.0,1.0,10.33,1
7.0,429.0,3003.0,Month-to-month,Fiber,Debit Card,0.0,1.0,26.19,0
24.0,934.0,22416.0,Month-to-month,DSL,UPI,5.0,4.0,19.52,1
6.0,785.0,4710.0,Month-to-month,DSL,Credit Card,3.0,2.0,20.56,1
2.0,896.0,1792.0,Month-to-month,Fiber,Debit Card,0.0,1.0,6.07,1
5.0,669.0,3345.0,Month-to-month,DSL,UPI,3.0,3.0,11.57,1
2.0,507.0,1014.0,One year,Fiber,Net Banking,1.0,1.0,25.25,0
23.0,601.0,13823.0,Month-to-month,Fiber,Credit Card,1.0,1.0,1.54,1
23.0,413.0,9499.0,Month-to-month,DSL,UPI,3.0,0.0,10.91,0
27.0,611.0,16497.0,Month-to-month,Fiber,Credit Card,4.0,0.0,13.83,1
2.0,917.0,1834.0,Month-to-month,Fiber,UPI,2.0,1.0,28.79,1
33.0,765.0,25245.0,Two year,DSL,Net Banking,4.0,3.0,24.02,0
45.0,919.0,41355.0,Two year,Fiber,Debit Card,3.0,1.0,16.35,0
45.0,494.0,22230.0,Month-to-month,Fiber,Net Banking,4.0,3.0,14.29,1
14.0,458.0,6412.0,Two year,Fiber,Credit Card,5.0,0.0,9.21,0
3.0,658.0,1974.0,One year,Fiber,Debit Card,2.0,1.0,15.49,0
30.0,667.0,20010.0,Month-to-month,Fiber,Debit Card,5.0,0.0,26.99,1
,,,,,,,,,0
1.0,466.0,466.0,One year,Fiber,Net Banking,1.0,1.0,4.7,1
27.0,448.0,12096.0,One year,DSL,Debit Card,2.0,1.0,27.02,0
8.0,417.0,3336.0,Month-to-month,DSL,UPI,0.0,2.0,18.71,1
2.0,450.0,900.0,Month-to-month,Fiber,Credit Card,5.0,1.0,10.36,1
49.0,459.0,22491.0,Two year,DSL,Net Banking,2.0,1.0,9.08,0
42.0,832.0,34944.0,Month-to-month,Fiber,Credit Card,4.0,1.0,23.94,1
17.0,815.0,13855.0,Month-to-month,DSL,Credit Card,4.0,0.0,3.14,1
26.0,860.0,22360.0,Month-to-month,Fiber,Credit Card,2.0,0.0,27.75,0
5.0,703.0,3515.0,Month-to-month,Fiber,Credit Card,1.0,4.0,22.37,1
34.0,676.0,22984.0,Month-to-month,Fiber,Credit Card,2.0,1.0,1.71,1
45.0,588.0,26460.0,Month-to-month,Fiber,Credit Card,1.0,0.0,26.31,0
37.0,444.0,16428.0,Month-to-month,Fiber,Net Banking,3.0,2.0,28.23,1
26.0,985.0,25610.0,Month-to-month,Fiber,Credit Card,2.0,0.0,26.65,0
23.0,602.0,13846.0,Month-to-month,Fiber,Debit Card,4.0,0.0,27.85,1
36.0,819.0,29484.0,Two year,DSL,Credit Card,1.0,3.0,13.67,0
51.0,613.0,31263.0,Month-to-month,Fiber,UPI,2.0,1.0,9.47,0
35.0,526.0,18410.0,Month-to-month,DSL,Debit Card,4.0,2.0,15.19,1
32.0,956.0,30592.0,One year,Fiber,Debit Card,1.0,3.0,14.81,0
1.0,452.0,452.0,Month-to-month,DSL,Debit Card,2.0,1.0,11.37,1
37.0,912.0,33744.0,Month-to-month,Fiber,UPI,2.0,0.0,15.72,0
14.0,978.0,13692.0,Month-to-month,Fiber,Credit Card,0.0,0.0,1.35,1
56.0,849.0,47544.0,Month-to-month,Fiber,Credit Card,2.0,3.0,10.58,1
43.0,848.0,36464.0,One year,Fiber,Net Banking,4.0,0.0,16.68,0
24.0,978.0,23472.0,One year,DSL,Debit Card,1.0,1.0,10.2,0
25.0,722.0,18050.0,Month-to-month,Fiber,Net Banking,5.0,1.0,24.12,1
11.0,522.0,5742.0,One year,Fiber,Credit Card,1.0,1.0,8.43,0
34.0,952.0,32368.0,One year,Fiber,Debit Card,4.0,3.0,10.96,0
18.0,673.0,12114.0,Month-to-month,Fiber,UPI,4.0,1.0,11.28,1
13.0,586.0,7618.0,Month-to-month,Fiber,Net Banking,0.0,3.0,7.12,1
53.0,802.0,42506.0,Month-to-month,DSL,Debit Card,6.0,1.0,16.22,1
35.0,782.0,27370.0,Month-to-month,DSL,Debit Card,0.0,3.0,6.63,1
44.0,914.0,40216.0,Month-to-month,Fiber,Credit Card,1.0,2.0,21.56,1
40.0,663.0,26520.0,Two year,Fiber,UPI,0.0,0.0,15.97,0
8.0,697.0,5576.0,Month-to-month,DSL,Net Banking,3.0,2.0,5.73,1
50.0,701.0,35050.0,One year,DSL,Net Banking,1.0,1.0,6.82,0
3.0,435.0,1305.0,One year,DSL,Credit Card,1.0,0.0,19.17,0
57.0,612.0,34884.0,Month-to-month,Fiber,Net Banking,2.0,1.0,4.45,1
9.0,416.0,3744.0,One year,DSL,Debit Card,0.0,3.0,15.74,0
32.0,645.0,20640.0,Two year,DSL,Net Banking,2.0,3.0,10.25,0
37.0,814.0,30118.0,Month-to-month,DSL,Debit Card,3.0,4.0,10.28,1
59.0,474.0,27966.0,Month-to-month,DSL,Credit Card,2.0,0.0,5.9,0
1.0,565.0,565.0,Month-to-month,DSL,Debit Card,3.0,2.0,8.93,1
5.0,871.0,4355.0,One year,Fiber,UPI,3.0,3.0,9.09,1
54.0,576.0,31104.0,Month-to-month,Fiber,Net Banking,1.0,2.0,17.61,1
5.0,603.0,3015.0,Month-to-month,DSL,Credit Card,1.0,0.0,17.2,1
16.0,919.0,14704.0,Month-to-month,Fiber,UPI,6.0,1.0,12.01,1
5.0,533.0,2665.0,Month-to-month,DSL,Debit Card,4.0,0.0,16.04,1
48.0,824.0,39552.0,Two year,Fiber,Credit Card,3.0,1.0,14.3,0
5.0,864.0,4320.0,Two year,Fiber,UPI,4.0,0.0,16.19,1
5.0,514.0,2570.0,Two year,Fiber,Net Banking,0.0,2.0,6.99,1
9.0,489.0,4401.0,Month-to-month,Fiber,UPI,4.0,2.0,7.32,1
,,,,,,,,,0
43.0,802.0,34486.0,One year,Fiber,Debit Card,0.0,1.0,18.11,0
4.0,405.0,1620.0,Two year,Fiber,Net Banking,3.0,2.0,12.71,1
58.0,563.0,32654.0,Month-to-month,Fiber,Credit Card,3.0,3.0,8.8,1
4.0,685.0,2740.0,Month-to-month,DSL,Debit Card,1.0,0.0,21.33,1
6.0,580.0,3480.0,Month-to-month,DSL,UPI,1.0,1.0,9.49,0
30.0,942.0,28260.0,One year,Fiber,Net Banking,2.0,0.0,16.53,0
13.0,464.0,6032.0,Month-to-month,Fiber,Net Banking,1.0,0.0,4.59,1
47.0,768.0,36096.0,Month-to-month,Fiber,Credit Card,2.0,0.0,7.54,0
57.0,902.0,51414.0,Month-to-month,Fiber,Net Banking,1.0,1.0,6.86,0
16.0,585.0,9360.0,Month-to-month,Fiber,Net Banking,4.0,0.0,5.95,1
17.0,559.0,9503.0,Month-to-month,Fiber,Net Banking,1.0,4.0,3.64,1
35.0,436.0,15260.0,Month-to-month,Fiber,Net Banking,2.0,0.0,26.26,0
31.0,560.0,17360.0,Month-to-month,DSL,Net Banking,4.0,0.0,29.92,1
49.0,962.0,47138.0,One year,DSL,Debit Card,2.0,0.0,17.73,0
39.0,497.0,19383.0,One year,DSL,Debit Card,1.0,0.0,20.19,0
,,,,,,,,,0
24.0,563.0,13512.0,Month-to-month,DSL,Debit Card,0.0,0.0,2.73,1
31.0,816.0,25296.0,One year,Fiber,Net Banking,5.0,2.0,9.43,0
53.0,463.0,24539.0,Month-to-month,Fiber,Net Banking,3.0,0.0,4.22,1
43.0,600.0,25800.0,Month-to-month,Fiber,Debit Card,2.0,2.0,1.15,1
15.0,404.0,6060.0,Two year,Fiber,UPI,1.0,1.0,6.94,0
34.0,414.0,14076.0,Month-to-month,Fiber,Debit Card,0.0,0.0,24.86,0
56.0,991.0,55496.0,Month-to-month,DSL,Credit Card,0.0,1.0,1.61,1
1.0,828.0,828.0,One year,Fiber,Debit Card,2.0,2.0,15.68,1
25.0,960.0,24000.0,Two year,DSL,Credit Card,2.0,1.0,3.0,0
8.0,406.0,3248.0,Month-to-month,DSL,Debit Card,2.0,1.0,18.1,0
25.0,572.0,14300.0,One year,DSL,Credit Card,3.0,0.0,6.33,0
1.0,688.0,688.0,One year,DSL,Net Banking,6.0,2.0,18.79,1
14.0,846.0,11844.0,Month-to-month,DSL,Credit Card,2.0,1.0,4.11,1
20.0,762.0,15240.0,One year,DSL,Credit Card,2.0,2.0,6.18,0
8.0,893.0,7144.0,One year,Fiber,Credit Card,3.0,0.0,15.34,0
42.0,821.0,34482.0,Month-to-month,DSL,Debit Card,4.0,2.0,11.09,1
20.0,766.0,15320.0,Two year,Fiber,UPI,2.0,4.0,11.54,0
4.0,570.0,2280.0,Two year,Fiber,Credit Card,5.0,0.0,24.33,1
51.0,741.0,37791.0,Month-to-month,Fiber,Credit Card,0.0,2.0,29.8,1
30.0,929.0,27870.0,One year,Fiber,Credit Card,2.0,2.0,19.45,0
21.0,911.0,19131.0,Month-to-month,DSL,Debit Card,4.0,0.0,9.91,1
44.0,961.0,42284.0,Month-to-month,Fiber,Credit Card,5.0,0.0,4.45,1
20.0,635.0,12700.0,Month-to-month,Fiber,Net Banking,3.0,3.0,3.5,1
59.0,971.0,57289.0,Month-to-month,DSL,UPI,1.0,2.0,3.97,1
20.0,739.0,14780.0,Month-to-month,Fiber,Credit Card,2.0,1.0,28.37,0
14.0,436.0,6104.0,Two year,Fiber,Credit Card,1.0,5.0,12.29,0
5.0,985.0,4925.0,Month-to-month,Fiber,Net Banking,0.0,1.0,1.28,1
